,star,2MASS ID,source_id,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,2MASS_qph,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class,P_orb,P_orb_err,ecc,ecc_err,K1,K1_err,K2,K2_err,orb_class,M2_min (M1=1.0Msun),M2_min (M1=1.1Msun),M2_min (M1=1.2Msun),M2_min (M1=1.3Msun),M2_min (M1=1.4Msun),M2_min (M1=1.5Msun)
824,CSS J224929.9+293700,2MASS 22493001+2937000,1887732276572671232,WISEA J224929.99+293659.9,GALEX J224930.0+293700,342.37497006908205,29.61663100605012,1253.8990448936006,,6.3,0.2,-0.2836,14.518608,319.5155,15.2423725,88.27511,13.680707,118.91,12.415,0.022,11.739,0.022,11.544,0.02,11.51,0.022,11.45,0.02,11.327,0.147,8.422,,,,21.59199905395508,0.2344000041484832,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
825,ZTF J223602.41+304152.3,2MASS 22360241+3041519,1888614462856075392,WISEA J223602.40+304152.1,GALEX J223602.4+304153,339.01005163056755,30.697835233969084,723.8856778884782,,24.9,0.2,-0.07,13.09512,573.44244,13.6281395,160.76656,12.404813,217.49846,11.695,0.029,11.109,0.03,10.969,0.019,10.865,0.022,10.916,0.02,10.979,0.109,8.717,,,,20.54980087280273,0.1376000046730041,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
826,ZTF J224452.93+312945.9,2MASS 22445291+3129459,1888898239934753664,WISEA J224452.92+312945.9,GALEX J224452.9+312946,341.2205358048207,31.49607393631701,1273.023810208554,,5.58,0.16,-0.1903,14.5366745,497.8937,15.218318,129.7777,13.726739,182.17644,12.568,0.023,11.908,0.024,11.746,0.022,11.689,0.022,11.673,0.021,11.943,0.255,8.886,0.407,,,22.265300750732425,0.3140000104904175,,,,,AAA,0000,AABC,SSG,SSG,,,,,,,,,,,,,,,
827,ZTF J220626.66+253129.0,2MASS 22062668+2531291,1891612968503363072,WISEA J220626.67+253129.1,,331.6111294728375,25.524722341202708,1542.1299718709834,,4.8,0.22,,14.496393,322.04404,15.097872,93.4282,13.741567,119.39571,12.805,0.022,12.19,0.021,12.071,0.021,11.974,0.022,11.996,0.021,11.666,0.179,8.635,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
828,ZTF J220407.54+263509.9,2MASS 22040755+2635100,1892685091121936384,WISEA J220407.55+263509.9,GALEX J220407.5+263510,331.03144667780407,26.586085931875036,884.9520846116388,,3.45,0.19,-0.1293,12.910673,394.305,13.519268,113.32572,12.166658,159.12631,11.114,0.023,10.498,0.032,10.389,0.022,10.336,0.022,10.303,0.02,10.116,0.059,8.835,0.423,,,19.859399795532227,0.1011999994516372,,,,,AAA,0000,AAAC,RS,SSG,,,,,,,,,,,,,,,
829,ZTF J220343.65+272627.2,2MASS 22034365+2726271,1892878265868161920,WISEA J220343.65+272627.1,GALEX J220343.6+272628,330.9318990129077,27.44087929431931,1109.7876880257274,,5.69,0.2,-0.1332,12.796987,309.59402,13.409051,96.05381,12.039834,106.98704,11.006,0.023,10.433,0.03,10.26,0.018,10.153,0.023,10.138,0.021,10.011,0.052,9.217,,,,19.7549991607666,0.097800001502037,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
830,ZTF J221949.73+293804.5,2MASS 22194974+2938047,1894302854980808064,WISEA J221949.73+293804.6,GALEX J221949.8+293804,334.9572162999627,29.63459107225669,1092.192672988386,,9.32,0.18,-0.1976,13.424353,362.6383,13.996355,109.71042,12.690039,120.35233,11.77,0.021,11.183,0.02,11.032,0.019,10.988,0.024,10.966,0.022,10.825,0.098,8.576,,,,20.440000534057617,0.2232999950647354,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
831,ZTF J222610.50+294345.1,2MASS 22261051+2943450,1894491421226256000,WISEA J222610.51+294345.1,,336.5437796653716,29.729198514434668,1109.17745802199,,15.99,0.19,,13.583912,741.4366,14.182271,195.49643,12.84857,280.66656,11.935,0.022,11.347,0.023,11.208,0.018,11.075,0.023,11.122,0.021,11.24,0.144,8.951,,,,,,,,,,AAA,hh00,AABU,RS,RS,,,,,,,,,,,,,,,
832,ZTF J222351.69+295501.2,2MASS 22235170+2955014,1894652808916182400,WISEA J222351.70+295501.2,GALEX J222351.6+295501,335.9654169420668,29.916993484138036,1355.0521626516097,,7.78,0.2,-0.3402,13.535795,1275.714,13.972939,391.3394,12.934461,473.61227,12.248,0.021,11.814,0.018,11.717,0.016,11.659,0.023,11.708,0.022,11.35,0.135,9.005,,,,19.85950088500977,0.0631999969482421,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
833,ZTF J222214.42+295820.2,2MASS 22221443+2958203,1894662979398619136,WISEA J222214.43+295820.2,,335.56010167586106,29.97228321229048,1954.6417079140572,,15.25,0.21,,15.38184,519.3535,16.007038,160.80678,14.619367,201.39767,13.534,0.021,12.926,0.02,12.784,0.023,12.782,0.023,12.826,0.026,12.081,,9.161,,,,,,,,,,AAA,0000,AAUU,SSG,SSG,,,,,,,,,,,,,,,
834,ZTF J221920.80+301505.8,2MASS 22192080+3015058,1895462530511503360,WISEA J221920.80+301505.8,GALEX J221920.8+301506,334.8367056653911,30.251617483056883,1832.7280007569825,,4.48,0.21,,14.678965,773.8421,15.2375965,247.27376,13.957661,258.02005,12.953,0.022,12.371,0.021,12.211,0.02,12.077,0.023,12.072,0.023,12.07,0.318,9.014,,,,20.91710090637207,0.130400002002716,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
835,ZTF J222330.99+311057.6,2MASS 22233096+3110575,1895631168108775936,WISEA J222330.98+311057.5,GALEX J222331.0+311057,335.87913656331557,31.18264424704948,1169.0293423570274,,8.6,0.25,,13.970746,487.34512,14.562317,134.54349,13.225315,198.99121,12.155,0.022,11.577,0.022,11.446,0.016,11.412,0.023,11.425,0.022,11.316,0.152,9.066,,,,20.582500457763672,0.1796000003814697,,,,,AAA,hhh0,AABU,RS,RS,,,,,,,,,,,,,,,
836,ZTF J215218.81+282112.4,2MASS 21521882+2821125,1896321042933377920,WISEA J215218.81+282112.4,,328.07839802284155,28.35344528971288,1362.0474930094158,,8.7,0.23,,13.155014,662.6214,13.72282,190.6464,12.434815,248.97903,11.379,0.027,10.85,0.032,10.714,0.021,10.704,0.023,10.738,0.02,10.529,0.093,8.601,,,,,,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
837,ZTF J215852.58+295132.9,2MASS 21585260+2951332,1896891723827655040,WISEA J215852.59+295133.0,,329.7191258743388,29.859160739988745,1873.6191465947993,,4.08,0.27,-0.1282,15.812738,347.5514,16.5044,75.37414,15.009349,87.870674,13.851,0.026,13.23,0.029,13.035,0.032,12.926,0.024,12.909,0.026,12.365,,9.24,,,,,,,,,,AAA,0000,AAUU,SSG,SSG,,,,,,,,,,,,,,,
838,ZTF J215122.55+292852.7,2MASS 21512254+2928526,1897208761133923712,WISEA J215122.55+292852.6,,327.8439854415688,29.48130330449496,900.2087117126198,,15.81,0.28,-0.1601,13.332365,410.32385,13.952737,109.84426,12.555753,146.61526,11.483,0.022,10.859,0.03,10.723,0.022,10.64,0.023,10.628,0.021,10.642,0.143,8.299,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
839,ZTF J220053.29+334421.5,2MASS 22005329+3344213,1899916205440091520,WISEA J220053.29+334421.4,,330.22205199931693,33.739283962242446,1471.663657133623,,0.93,0.43,,14.964817,670.34735,15.638658,175.55066,14.172452,254.32922,13.118,0.027,12.529,0.03,12.395,0.024,12.268,0.024,12.282,0.023,12.319,0.361,8.677,,,,,,,,,,AAA,0000,AACU,SSG,SSG,,,,,,,,,,,,,,,
840,ZTF J223922.28+323452.5,2MASS 22392229+3234525,1901262660506215424,WISEA J223922.29+323452.5,GALEX J223922.3+323453,339.8428672684646,32.58125989951666,960.8141471061888,,17.6,0.22,-0.9297,13.63657,968.2562,14.069861,172.9196,12.786889,196.51857,11.65,0.026,11.042,0.019,10.899,0.012,10.809,0.022,10.828,0.02,10.653,0.091,9.019,,,,20.30590057373047,0.1103999987244606,,,,,AAA,0000,AAAU,cut,SSG,,,,,,,,,,,,,,,
841,ZTF J222640.34+333551.1,2MASS 22264035+3335511,1902118492870016640,WISEA J222640.34+333551.0,GALEX J222640.4+333552,336.66811685621695,33.59751436804312,1962.7321304274528,,7.84,0.24,-0.1679,14.713066,472.48825,15.211081,134.31953,14.040262,149.77933,13.136,0.021,12.683,0.023,12.566,0.027,12.521,0.023,12.526,0.024,11.661,0.214,8.896,,,,21.00629997253418,0.228300005197525,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
842,CSS J223927.3+341933,2MASS 22392726+3419333,1903112417021167744,WISEA J223927.27+341933.3,GALEX J223927.3+341934,339.86367881252966,34.3259349294945,1566.0380208671882,,10.31,0.2,0.0724,15.587023,199.7901,16.260166,56.774204,14.784232,73.980576,13.657,0.025,13.008,0.023,12.792,0.023,12.761,0.025,12.785,0.025,12.745,0.475,8.994,,,,23.38349914550781,0.4943000078201294,,,,,AAA,0000,AACU,SSG,SSG,,,,,,,,,,,,,,,
843,ZTF J224346.16+355032.5,2MASS 22434617+3550325,1903725669631509248,WISEA J224346.17+355032.5,GALEX J224346.1+355031,340.9423575942715,35.84236300417211,1580.2241893055536,,8.33,0.31,-0.5412,14.007344,324.80432,14.580064,102.61329,13.284605,114.84102,12.282,0.021,11.701,0.019,11.526,0.017,11.476,0.022,11.487,0.021,11.309,0.143,9.231,,,,20.020000457763672,0.1182999983429908,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
844,ZTF J223558.85+361538.5,2MASS 22355887+3615386,1904349230163360256,WISEA J223558.85+361538.6,GALEX J223558.8+361538,338.9952279039095,36.26068808365499,887.096721856446,,1.15,0.43,-0.1791,12.852036,330.35065,13.44292,93.75987,12.126273,121.685425,11.252,0.023,10.727,0.024,10.561,0.016,10.472,0.022,10.488,0.018,10.403,0.07,8.804,,,,20.50079917907715,0.152099996805191,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
845,ZTF J223900.74+362241.5,2MASS 22390074+3622415,1904549650517116160,WISEA J223900.74+362241.4,,339.75308636276407,36.378186918086094,1544.459941328648,,7.9,0.37,-0.1293,14.937029,713.6936,15.614195,164.4476,14.112971,236.14902,12.975,0.023,12.357,0.026,12.163,0.023,12.088,0.024,12.075,0.022,12.33,0.35,8.708,,,,,,,,,,AAA,d000,AABU,SSG,SSG,,,,,,,,,,,,,,,
846,GSC 02741-01676,2MASS 22165082+3411066,1905359440832592128,WISEA J221650.82+341106.6,GALEX J221650.8+341107,334.21178798429713,34.185189831841214,831.5712480317777,,7.09,0.28,-0.0994,11.666755,547.6551,12.156762,170.05663,11.002513,219.3458,10.125,0.026,9.637,0.03,9.542,0.02,9.542,0.023,9.565,0.021,9.426,0.036,9.001,0.434,21.495500564575195,0.337,18.25539970397949,0.0285000000149011,No,Absorption,Too Little Data,Too Little Data,AAA,0000,AAAC,RS,RS,,,,,,,,,,,,,,,
847,ZTF J221114.74+363602.0,2MASS 22111474+3636019,1906673219788651008,WISEA J221114.74+363602.0,,332.81144825885673,36.60055121413679,1958.6544356246677,,19.23,0.38,0.0487,15.401383,547.7389,16.064775,148.5009,14.614855,184.63815,13.496,0.024,12.977,0.024,12.776,0.029,12.756,0.024,12.781,0.027,12.137,,9.168,,,,,,,,,,AAA,0000,AAUU,RS,SSG,,,,,,,,,,,,,,,
848,ZTF J222150.99+363824.5,2MASS 22215101+3638246,1906856357193555840,WISEA J222151.00+363824.5,GALEX J222151.0+363824,335.4624900898284,36.6401448586601,1475.0773279443913,,0.41,0.3,-0.0898,14.1905575,608.8578,14.668377,182.21155,13.543665,182.22565,12.822,0.021,12.39,0.021,12.29,0.027,12.179,0.023,12.196,0.022,12.062,0.254,9.178,,,,20.34320068359375,0.1272999942302703,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
849,ZTF J222751.54+365010.3,2MASS 22275153+3650102,1907571623867183616,WISEA J222751.54+365010.1,,336.964757108716,36.8361800959595,1119.485112331744,,12.66,0.29,-0.269,13.047534,1762.3068,13.522698,535.9154,12.400921,630.1291,11.597,0.026,11.018,0.029,10.928,0.026,10.78,0.023,10.809,0.02,10.753,0.093,9.112,,,,,,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
850,ZTF J223642.72+372806.7,2MASS 22364274+3728066,1907848425919540864,WISEA J223642.73+372806.7,,339.1780371760055,37.4685091390703,1639.4646813037846,,29.37,0.47,,14.196734,1441.1731,14.722859,362.77435,13.509461,508.5863,12.63,0.022,12.114,0.02,12.032,0.022,11.986,0.024,12.021,0.023,11.731,0.214,8.904,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
851,ZTF J223605.20+390904.4,2MASS 22360520+3909044,1908276376461413504,WISEA J223605.20+390904.4,,339.0216876986972,39.15121965980348,488.981670410284,,2.4,0.4,-0.4612,13.580824,395.57062,14.373819,103.41953,12.702974,152.69376,11.467,0.021,10.815,0.021,10.639,0.018,10.505,0.023,10.492,0.021,10.424,0.071,9.18,,,,,,,,,,AAA,0000,AAAU,SSG,SSG,,,,,,,,,,,,,,,
852,ZTF J223534.89+393127.6,2MASS 22353489+3931276,1908365643061637376,WISEA J223534.89+393127.6,,338.8953780576479,39.52434286098646,480.8722417696249,,0.61,0.49,-0.5556,13.466844,371.81345,14.258411,90.59067,12.581644,143.2086,11.187,0.022,10.534,0.021,10.372,0.02,10.357,0.023,10.246,0.02,9.304,0.032,8.083,0.208,,,,,,,,,AAA,0000,AAAB,cut,SSG,,,,,,,,,,,,,,,
853,ZTF J222511.72+391334.5,2MASS 22251173+3913347,1908863309512002048,WISEA J222511.72+391334.5,,336.29886647180933,39.22625912226399,1318.5504270998545,,13.17,0.32,0.0503,13.687686,673.64624,14.278821,196.6224,12.945404,257.22675,11.984,0.022,11.414,0.021,11.266,0.018,11.281,0.023,11.299,0.021,11.142,0.118,9.268,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
854,ZTF J222610.79+394341.5,2MASS 22261080+3943415,1908888426481177472,WISEA J222610.79+394341.5,,336.5450011358021,39.72819577538805,1071.504240358821,,4.64,0.41,-0.07,13.214021,937.96075,13.8938055,251.84727,12.405691,348.92557,11.558,0.026,10.888,0.031,10.695,0.019,10.438,0.023,10.408,0.02,10.25,0.061,8.392,,,,,,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
855,ZTF J222403.59+392522.6,2MASS 22240358+3925226,1908904365101227776,WISEA J222403.59+392522.6,,336.0149767197261,39.42293995593052,1724.2617297714494,,5.22,0.33,-0.0664,14.9490185,671.1909,15.739914,175.34836,14.086512,239.67392,13.098,0.026,12.459,0.031,12.177,0.026,11.853,0.023,11.82,0.021,11.601,0.166,9.208,,,,,,,,,,AAA,dd00,AABU,SSG,SSG,,,,,,,,,,,,,,,
856,Gaia DR2 1909176567246861440,2MASS 22312534+4001323,1909176567246861440,WISEA J223125.36+400132.5,,337.8556593389985,40.02568453169353,1679.1116391730002,,5.78,0.38,-0.2198,15.37182,257.67075,16.125172,70.10336,14.494032,91.01682,12.897,0.024,12.243,0.023,12.11,0.026,12.059,0.023,12.028,0.021,11.879,0.213,8.962,,,,,,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
857,ZTF J230801.16+323541.9,2MASS 23080116+3235418,1910970901501847552,WISEA J230801.16+323541.8,,347.00485426494913,32.594958324403606,1136.5876630158912,,6.35,0.2,-0.1761,14.215114,987.9608,14.730476,280.44067,13.542711,369.66226,12.667,0.028,12.171,0.033,12.044,0.022,12.006,0.023,12.015,0.022,11.895,0.285,9.268,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
858,ZTF J230826.80+333806.3,2MASS 23082679+3338063,1911173486519053568,WISEA J230826.79+333806.2,,347.11167288440527,33.63507352643416,1121.6792007314157,,13.84,0.28,-0.0071,12.977027,680.1004,13.540315,199.06741,12.2681265,246.56186,11.466,0.025,10.903,0.03,10.773,0.022,10.578,0.024,10.617,0.022,10.408,0.067,8.906,,,,,,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
859,ZTF J232716.26+335123.0,2MASS 23271623+3351229,1911895109743981312,WISEA J232716.25+335123.0,,351.81775475676267,33.856384683175925,1845.6621925798904,,16.47,0.35,-0.4569,14.919643,639.3007,15.509664,190.82338,14.170717,212.85458,13.091,0.029,12.469,0.032,12.328,0.022,12.267,0.023,12.246,0.024,11.993,0.293,8.828,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
860,ZTF J233307.08+354146.7,2MASS 23330709+3541472,1912572855584569472,WISEA J233307.09+354146.9,,353.27955028397895,35.69632661942529,1742.9525407266294,,14.92,0.3,-0.1613,13.779238,888.705,14.323303,279.45715,13.06605,324.34128,12.058,0.022,11.53,0.021,11.396,0.02,11.361,0.023,11.35,0.021,11.139,0.111,8.878,,,,,,,,,,AAA,0000,AABU,cut,SSG,,,,,,,,,,,,,,,
861,ZTF J232456.77+362839.9,2MASS 23245677+3628400,1913563893518012800,WISEA J232456.77+362839.9,,351.2365528093409,36.47774667032881,983.97847304458,,4.93,0.27,,13.583,568.2911,14.2227955,176.20143,12.808521,213.21913,11.86,0.025,11.214,0.029,11.084,0.022,10.93,0.022,10.912,0.02,10.889,0.098,8.595,,,,,,,,,,AAA,0000,AAAU,cut,SSG,,,,,,,,,,,,,,,
862,ZTF J230432.35+342340.2,2MASS 23043235+3423402,1914273112876957696,WISEA J230432.35+342340.1,GALEX J230432.2+342340,346.1348120635618,34.39447547755514,1055.4997968836692,,10.05,0.23,-0.1064,13.887022,506.07843,14.455077,159.2315,13.1680565,176.719,12.133,0.025,11.591,0.028,11.414,0.021,11.401,0.023,11.426,0.021,11.204,0.137,8.602,,,,20.720399856567383,0.1926999986171722,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
863,ZTF J230651.57+354230.2,2MASS 23065158+3542303,1914933163451694976,WISEA J230651.57+354230.2,GALEX J230651.5+354231,346.7148986355769,35.70837771863226,1057.680362291601,,1.1,0.24,,13.900948,693.4365,14.411612,203.28351,13.231078,259.99152,12.347,0.027,11.842,0.033,11.734,0.023,11.699,0.023,11.717,0.022,11.379,0.171,8.939,,,,20.95509910583496,0.2063000053167343,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
864,ZTF J230214.81+362106.3,2MASS 23021482+3621063,1915797207792216192,WISEA J230214.82+362106.3,GALEX J230214.8+362106,345.56176337429036,36.35174283629004,1742.1954173109182,,1.18,0.23,,13.664459,652.64215,14.069537,214.60803,13.071886,208.86244,12.059,0.023,11.599,0.028,11.468,0.022,11.48,0.023,11.478,0.02,11.42,0.18,8.604,,,,18.099899291992188,0.0386000014841556,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
865,ZTF J231432.03+360329.1,2MASS 23143204+3603290,1916302742622691456,WISEA J231432.07+360329.2,,348.63350074711775,36.05807346279046,1975.9392525007756,,6.07,0.26,-0.2946,15.428421,807.17194,16.00893,164.8521,14.674661,234.04825,13.637,0.036,13.057,0.045,12.919,0.042,12.734,0.025,12.739,0.028,11.427,0.18,8.581,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
866,CSS J231641.8+363325,2MASS 23164191+3633254,1916345726655731968,WISEA J231641.91+363325.5,,349.1746392760791,36.557073354762174,1348.278995669968,,5.91,0.36,-0.1952,14.651387,436.81183,15.365117,115.313286,13.819905,156.21762,12.697,0.027,12.05,0.031,11.857,0.023,11.748,0.023,11.733,0.021,12.159,0.362,9.111,,,,,,,,,,AAA,0000,AACU,SSG,SSG,,,,,,,,,,,,,,,
867,ZTF J231323.28+372706.1,2MASS 23132330+3727062,1916632699190697088,WISEA J231323.29+372706.1,GALEX J231323.3+372705,348.34704446403026,37.45168696919792,1405.513338267523,,19.16,0.45,0.1395,14.200525,567.4586,14.868927,162.39758,13.411199,204.66321,12.308,0.023,11.787,0.03,11.615,0.023,11.499,0.022,11.573,0.022,11.262,0.151,8.845,,,,22.35280036926269,0.4535000026226043,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
868,CSS J231358.6+382054,2MASS 23135866+3820542,1916833256983409920,WISEA J231358.66+382054.2,GALEX J231358.6+382055,348.4944477193439,38.34839630637528,1590.1269871313943,,2.59,0.44,-0.192,14.570647,594.03613,15.157307,168.02191,13.829102,220.00433,12.856,0.027,12.262,0.033,12.155,0.02,12.069,0.023,12.056,0.021,11.918,0.222,8.978,0.399,,,21.464599609375,0.3961000144481659,,,,,AAA,0000,AABC,RS,SSG,,,,,,,,,,,,,,,
869,ZTF J231448.11+394628.9,2MASS 23144809+3946288,1918084260697846656,WISEA J231448.10+394628.8,GALEX J231448.0+394628,348.70046092593776,39.77467301130445,1192.6065410242077,,14.3,0.31,0.0139,13.875787,791.93945,14.4876585,236.97417,13.128124,303.89777,12.124,0.023,11.564,0.03,11.426,0.022,11.32,0.023,11.365,0.02,11.144,0.13,8.906,0.419,,,21.903600692749023,0.449099987745285,,,,,AAA,0000,AABC,RS,SSG,,,,,,,,,,,,,,,
870,ZTF J234242.27+381452.5,2MASS 23424226+3814523,1919222014713417728,WISEA J234242.27+381452.4,GALEX J234242.2+381452,355.6761529972521,38.24790072865913,1974.965429153368,,3.11,0.32,-0.6095,14.404554,1238.1797,14.79671,317.13928,13.830882,445.97705,13.163,0.026,12.734,0.03,12.653,0.025,12.631,0.023,12.667,0.024,12.76,0.489,9.079,,,,19.558900833129883,0.0771000012755394,,,,,AAA,0000,AACU,RS,RS,,,,,,,,,,,,,,,
871,ZTF J233629.98+430718.6,2MASS 23362999+4307187,1924144493913335296,WISEA J233629.98+430718.6,,354.1249177269869,43.12183040246256,1152.893893678582,,3.54,0.38,-0.0743,13.253495,757.29846,13.962654,223.21858,12.430751,285.98642,11.264,0.025,10.675,0.025,10.452,0.018,10.324,0.024,10.347,0.021,10.219,0.059,8.452,,,,,,,,,,AAA,0h00,AAAU,RS,SSG,,,,,,,,,,,,,,,
872,ZTF J233754.59+430232.7,2MASS 23375458+4302325,1925591691733725568,WISEA J233754.59+430232.6,,354.4774855191709,43.04239750953053,952.360505305536,,11.2,0.35,-0.0705,13.91997,471.24075,14.635763,123.656105,13.0859585,180.99046,11.919,0.023,11.226,0.023,11.075,0.02,11.0,0.023,11.026,0.02,10.857,0.098,8.623,,,,,,,,,,AAA,hh00,AAAU,SSG,SSG,,,,,,,,,,,,,,,
873,ZTF J235229.51+453334.9,2MASS 23522951+4533348,1926270708882502656,WISEA J235229.52+453334.6,,358.12298878212454,45.55969895288027,1839.986450530091,,13.4,0.38,-0.2797,15.382002,201.82303,16.07989,61.075245,14.5646105,61.896645,13.526,0.025,12.883,0.028,12.67,0.027,12.502,0.066,12.463,0.061,12.147,0.328,9.081,,,,,,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
874,ZTF J234600.55+451312.9,2MASS 23460055+4513131,1926664780723900544,WISEA J234600.55+451312.9,,356.5022899424529,45.22024257253955,1423.4810539080715,,3.19,0.35,-0.8173,14.062579,884.23047,14.567374,265.45966,13.380884,304.6597,12.415,0.025,11.87,0.023,11.716,0.021,11.715,0.023,11.699,0.021,11.644,0.151,9.076,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
875,ZTF J234909.47+461420.0,2MASS 23490948+4614200,1927280850833428352,WISEA J234909.47+461420.0,,357.2894895926999,46.238877928776034,1803.695370770957,,2.09,0.3,-0.6138,13.922583,1046.4319,14.308502,297.38815,13.362417,288.21182,12.65,0.022,12.251,0.022,12.169,0.018,12.118,0.022,12.124,0.023,12.272,0.279,9.506,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
876,ZTF J225031.66+375821.9,2MASS 22503162+3758218,1928057587076190080,WISEA J225031.64+375821.8,GALEX J225031.5+375822,342.6318829304847,37.97274261006497,654.8276308469169,,4.85,0.42,-0.4441,13.191365,951.50586,13.867618,297.4122,12.391651,454.98712,11.257,0.022,10.6,0.02,10.491,0.02,10.422,0.023,10.403,0.02,10.227,0.058,8.966,,,,20.77549934387207,0.1854999959468841,,,,,AAA,0000,AAAU,SSG,SSG,,,,,,,,,,,,,,,
877,ZTF J225536.00+401504.7,2MASS 22553601+4015047,1929429124753457280,WISEA J225536.00+401504.6,,343.90003186892693,40.25127956818527,1906.3266394797804,,0.43,0.35,,13.88282,2208.4019,14.326609,612.37866,13.273545,677.7247,12.579,0.021,12.193,0.024,12.119,0.021,12.039,0.023,12.083,0.022,12.055,0.22,9.237,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
878,ZTF J230128.68+415813.9,2MASS 23012868+4158139,1931167933673394944,WISEA J230128.68+415813.8,,345.3695097835705,41.97050708055152,1710.3994464518971,,12.32,0.34,,15.221919,475.00308,15.7976055,143.43121,14.49331,175.98738,13.533,0.022,13.008,0.027,12.858,0.025,12.865,0.024,12.864,0.025,12.177,,8.761,,,,,,,,,,AAA,0000,AAUU,RS,SSG,,,,,,,,,,,,,,,
879,ZTF J224642.14+401814.9,2MASS 22464214+4018150,1932608396985845888,WISEA J224642.14+401814.9,,341.67561545732366,40.304126683045624,790.1090418176966,,0.68,0.39,,14.557622,205.81514,15.316494,208.42796,13.457202,366.0126,12.136,0.023,11.435,0.022,11.256,0.018,11.169,0.023,11.118,0.02,11.109,0.14,8.623,,,,,,,,,,AAA,0000,AABU,cut,SSG,,,,,,,,,,,,,,,
880,ZTF J224516.13+405141.7,2MASS 22451612+4051416,1932683782250411776,WISEA J224516.13+405141.6,,341.31721091994893,40.8615798584422,1314.7761479424394,,17.17,0.43,-0.1143,14.542197,1324.3162,15.085238,367.59122,13.842893,489.99124,12.996,0.023,12.515,0.023,12.368,0.024,12.307,0.023,12.351,0.024,12.773,0.477,9.192,,,,,,,,,,AAA,0000,AACU,RS,SSG,,,,,,,,,,,,,,,
881,ZTF J233146.76+455919.3,2MASS 23314675+4559193,1937633440002419456,WISEA J233146.75+455919.2,GALEX J233146.7+455920,352.9448415676518,45.98868078051512,1528.316791803569,,22.97,0.42,,12.157778,997.2426,12.819242,282.9596,11.377695,349.527,10.254,0.023,9.639,0.022,9.503,0.02,9.465,0.023,9.533,0.02,9.365,0.033,8.827,,,,19.90710067749023,0.1402000039815902,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
882,ZTF J233321.00+460628.2,2MASS 23332100+4606282,1937646737221464704,WISEA J233321.01+460628.4,GALEX J233321.0+460628,353.33755116858146,46.107838850491845,1017.0680060936132,,8.45,0.5,,13.467842,946.75214,13.964895,260.27524,12.805809,354.22318,11.967,0.025,11.517,0.021,11.418,0.021,11.23,0.022,11.278,0.02,11.126,0.125,8.877,,,,19.807899475097656,0.1283999979496002,,,,,AAA,ddd0,AABU,RS,RS,,,,,,,,,,,,,,,
